placeId,fix,field,before,after,reason
P227,FIX43,mobilityAccess,PARTIAL,NONE,공식 휠체어 코스 목록 밖 + 통행 장애 명시 — 시설접근 파생 PARTIAL 정정
P227,FIX43,wheelchairAccess,PARTIAL,NONE,공식 휠체어 코스 목록 밖 + 통행 장애 명시 — 시설접근 파생 PARTIAL 정정
P227,FIX43,activityAccess,CONDITIONAL,UNAVAILABLE,공식 휠체어 코스 목록 밖 + 통행 장애 명시 — 시설접근 파생 PARTIAL 정정
P227,FIX43,recommendForMobility,Y,N,공식 휠체어 코스 목록 밖 + 통행 장애 명시 — 시설접근 파생 PARTIAL 정정
P227,FIX43,accessVerdictReason,시설접근 기준 판정 — 활동참여 개별 근거 미확보,시설접근 조건부 / 활동참여 불가 — 올레 1-1코스(우도) — 제주올레 공식 휠체어 코스 10개 목록 밖. 일부 절벽·비포장 구간으로 휠체어 통행 불가. 여객선 승선 시 높이차·선내 계단,판정 근거 명문화
P227,FIX43,partialReason,[도서] 여객선 승선 시 높이차·선내 계단. 섬 내 이동수단 별도 확인 필요,[FIX43] 올레 1-1코스(우도) — 제주올레 공식 휠체어 코스 10개 목록 밖. 일부 절벽·비포장 구간으로 휠체어 통행 불가. 여객선 승선 시 높이차·선내 계단,판정 근거
P227,FIX43,mobilityCaveat,(공백),우도 올레 1-1코스는 절벽과 비포장 구간이 있고 여객선 승선 시 높이차와 선내 계단이 있어 휠체어로 코스를 이용하시기는 어렵습니다. 우도 내 다른 무장애 이용 지점은 별도로 확인해 주세요,서비스 안내 문구
P227,FIX43,verifyNote,(공백),제주올레 공식 코스정보에 무장애 구간 표기 없음(2026-08 확인). 기존 PARTIAL 은 시설접근 기준에서 파생된 값으로 코스 통행 실측이 아니었음,검증 근거
P227,FIX43,correctionHistory,(공백),"FIX43: 시설접근 파생 PARTIAL 정정 — 휠체어 축 NONE, 활동참여 UNAVAILABLE",이력
P358,FIX43,mobilityAccess,PARTIAL,NONE,공식 휠체어 코스 목록 밖 + 통행 장애 명시 — 시설접근 파생 PARTIAL 정정
P358,FIX43,wheelchairAccess,PARTIAL,NONE,공식 휠체어 코스 목록 밖 + 통행 장애 명시 — 시설접근 파생 PARTIAL 정정
