placeId,fix,field,before,after,reason
P951,FIX38,activityAccess,UNAVAILABLE,CONDITIONAL,카트 조항 전체 전파 정정 — 체험별 판정 분리
P951,FIX38,recommendForMobility,N,N,값 유지 — 근거 문구만 교체
P951,FIX38,strollerAccess,FULL,PARTIAL,카트 조항 전체 전파 정정 — 체험별 판정 분리
P951,FIX38,accessVerdictReason,카트 시설 — 운영사 약관상 장애인 탑승 거부 가능 명시,"시설접근 가능 / 활동참여 조건부 — 복합 레저시설. 카트는 장애인 이용 제한·탑승 거부 가능 명시, 미로공원은 계단·좁은 통로로 휠체어·유모차 입장 불가 명시, 승마는 장애인 관련 안내 미확인. 판정을 시설 전체가 아니라 체험별로 구분함",카트 조항 전체 전파 정정 — 체험별 판정 분리
P951,FIX38,partialReason,[FIX21-A] 경로상 휠체어 접근 불가 명시,"[FIX38] 카트 조항을 시설 전체에 전파한 기존 판정을 정정. 카트·미로공원은 제한 명시, 승마는 미확인 — 전면 불가 확정 불가",카트 조항 전체 전파 정정 — 체험별 판정 분리
P951,FIX38,mobilityCaveat,(공백),"체험별로 이용 조건이 다릅니다. 미로공원은 통로가 좁고 계단이 있어 휠체어와 유모차를 가지고 입장하실 수 없습니다. 카트는 장애인의 경우 안전상 이용이 제한되거나 탑승이 어려울 수 있고, 임산부·고령 이용자도 제한 대상입니다. 2인승은 성인 보호자가 함께 타셔야 합니다. 승마는 장애인 이용 안내가 확인되지 않았으니 예약 전 시설에 직접 문의해 주세요. 장애인화장실은 이용하실 수 있습니다",카트 조항 전체 전파 정정 — 체험별 판정 분리
P951,FIX38,activityEvidence,세리월드 공식 요금안내(seriworld.modoo.at) — 장애인의 경우 상황에 따라 카트 이용을 제한할 수 있고 탑승을 거부할 수 있음이 명시됨. 2인승은 성인 보호자 동승 조건. 임산부·노약자 이용 제한. 미로공원은 통로 폭이 좁음,"세리월드 공식 요금·이용안내(seriworld.modoo.at) — 조항 2개 확인. ① 카트: 장애인의 경우 상황에 따라 이용 제한 가능·탑승 거부 가능, 2인승 성인 보호자 동승, 임산부·노약자·주취자 이용 제한, 36개월 미만 이용 불가. ② 미로공원: 통로가 좁고 계단을 이용해야 하므로 휠체어·유모차 입장 불가. ③ 승마: 장애인 관련 명시 없음 — 7세 이상·키 120cm 이상 단독승마, 90kg 이하 확인",카트 조항 전체 전파 정정 — 체험별 판정 분리
P951,FIX38,verifyStatus,VERIFIED,PARTIAL,카트 조항 전체 전파 정정 — 체험별 판정 분리
P951,FIX38,verifyNote,운영사 공식 홈페이지 명시 문구로 직접 확인(2026-08). 단 판정 범위는 카트레이싱 기준 — 승마·미로공원·유로번지는 개별 미판정,카트·미로공원은 운영사 공식 문구로 직접 확인(2026-08). 승마는 장애인 이용 안내 미확보 — 유선 확인 필요. ※ 일부 자료의 '엘리베이터'는 세리리조트(숙박) 부대시설로 확인되므로 세리월드 편의시설 근거로 쓰지 말 것,카트 조항 전체 전파 정정 — 체험별 판정 분리
P951,FIX38,correctionHistory,(공백),"FIX21-A: 경로상 휠체어 접근 불가 | FIX38: 카트 조항 전체 전파 정정, UNAVAILABLE→CONDITIONAL",카트 조항 전체 전파 정정 — 체험별 판정 분리
