placeId,fix,field,before,after,reason
P102,FIX78,mobilityAccess,NONE,PARTIAL,"출입구·주차장 접근과 해변 진입을 분리 — 시설접근 가능, 해변 진입 불가"
P102,FIX78,wheelchairAccess,NONE,PARTIAL,동일
P102,FIX78,facilityAccess,UNAVAILABLE,AVAILABLE,주차장 인근까지 포장도로
P102,FIX78,routeCondition,계단 있음+모래길+휠체어 접근 어려움,포장도로+주차장 인근 접근 가능+해변 진입 계단·모래길+휠체어 해변 진입 불가,두 노드의 태그 통합
P102,FIX78,mobilityCaveat,"계단, 모래사장이 있습니다. 방문 전 이동 경로를 확인해 주세요.","주차장 인근과 전망 지점까지는 포장도로로 접근하실 수 있으나, 해변으로 내려가는 길은 계단과 모래길이어서 휠체어로는 진입하기 ",시설접근과 해변 진입을 분리 안내
P102,FIX78,accessVerdictReason,시설접근 기준 판정 — 활동참여 개별 근거 미확보,"시설접근 가능 / 활동참여 불가 — 주차장·전망 지점은 접근 가능, 해변 진입은 계단·모래길로 불가",판정 근거
P102,FIX78,partialReason,[도서] 여객선 승선 시 높이차·선내 계단. 섬 내 이동수단 별도 확인 필요,[FIX78] 중복 노드 판정 충돌 해소 — 시설접근과 해변 진입을 분리,판정 근거
P071,FIX78,mobilityAccess,NONE,PARTIAL,출입구 접근과 내부 이용을 분리
P071,FIX78,wheelchairAccess,NONE,PARTIAL,동일
P071,FIX78,facilityAccess,UNAVAILABLE,AVAILABLE,포장도로·무단차 출입구
P071,FIX78,routeCondition,실내시설+휠체어/유모차 이용 제한,포장도로+무단차 출입구+실내 관람 동선 휠체어·유모차 이용 제한,두 노드의 태그 통합
P071,FIX78,mobilityCaveat,(공백),"출입구까지는 포장도로이고 단차가 없어 접근하실 수 있으나, 실내 관람 동선에서는 휠체어와 유모차 이용이 제한됩니다. 방문 전 ",출입구 접근과 내부 이용을 분리 안내
P071,FIX78,accessVerdictReason,시설접근 기준 판정 — 활동참여 개별 근거 미확보,시설접근 가능 / 활동참여 불가 — 무단차 출입구로 진입 가능하나 실내 관람 동선에 이용 제한,판정 근거
P071,FIX78,partialReason,(공백),[FIX78] 중복 노드 판정 충돌 해소 — 출입구 접근과 내부 이용을 분리,판정 근거
P071,FIX78,verifyStatus,SURVEYED,PENDING,실내 이용 제한의 구체 사유 미확인 — 시설 문의 필요
P257,FIX78,facilityAccess,CONDITIONAL,AVAILABLE,대표 P102 와 판정 일치 — 상태확인 시 모순 방지
P257,FIX78,activityAccess,CONDITIONAL,UNAVAILABLE,대표 P102 와 판정 일치 — 상태확인 시 모순 방지
P257,FIX78,recommendForMobility,Y,N,대표 P102 와 판정 일치 — 상태확인 시 모순 방지
P257,FIX78,mobilityCaveat,계단이 있습니다. 일부 구간은 접근 가능합니다. 방문 전 이동 경로를 확인해 주세요.,"주차장 인근과 전망 지점까지는 포장도로로 접근하실 수 있으나, 해변으로 내려가는 길은 계단과 모래길이어서 휠체어로는 진입하기 ",대표 P102 와 판정 일치 — 상태확인 시 모순 방지
P257,FIX78,accessVerdictReason,시설접근 기준 판정 — 활동참여 개별 근거 미확보,"시설접근 가능 / 활동참여 불가 — 주차장·전망 지점은 접근 가능, 해변 진입은 계단·모래길로 불가",대표 P102 와 판정 일치 — 상태확인 시 모순 방지
P257,FIX78,partialReason,[도서] 여객선 승선 시 높이차·선내 계단. 섬 내 이동수단 별도 확인 필요,[FIX78] 중복 노드 판정 충돌 해소 — 시설접근과 해변 진입을 분리,대표 P102 와 판정 일치 — 상태확인 시 모순 방지
P257,FIX78,routeCondition,포장도로+주차장 인근+계단 있음+해변 진입 어려움+휠체어 접근 부분가능,포장도로+주차장 인근 접근 가능+해변 진입 계단·모래길+휠체어 해변 진입 불가,대표 P102 와 판정 일치 — 상태확인 시 모순 방지
P257,FIX78,verifyNote,※ FIX74: mobilityCaveat 은 routeCondition 태그에서 자동 생성된 일반 문장입니다. 구체적 위치·,※ FIX78: P102 과 동일 장소(중복 노드). 좌표가 사실상 같고 이름 표기만 다름. 대표는 P102 이며 이 노드는 ,병합 이력
P257,FIX78,correctionHistory,(공백),FIX78: P102 로 병합,이력
P102,FIX78,correctionHistory,(공백),FIX78: P257 병합 수신 (대표 노드),이력
P104,FIX78,mobilityCaveat,계단이 있습니다. 접근 가능한 구간도 있으니 이동 가능한 범위를 확인해 주세요. 방문 전 이동 경로를 확인해 주세요.,"단차, 판석 구간이 있습니다. 일부 구간은 접근 가능합니다. 이동에 도움이 필요할 수 있으니 동행자와 함께 오시길 권해 드립니",대표 P220 와 판정 일치 — 상태확인 시 모순 방지
P104,FIX78,partialReason,구간별 접근 제한 — 접근로 계단 존재(우회로 미확인),,대표 P220 와 판정 일치 — 상태확인 시 모순 방지
P104,FIX78,routeCondition,포장도로+해안산책로+일부 진입로 계단 있음+휠체어 접근 가능,포장/판석길+단차 있음+동행보조 필요+휠체어 접근 부분가능,대표 P220 와 판정 일치 — 상태확인 시 모순 방지
P104,FIX78,verifyNote,※ FIX74: mobilityCaveat 은 routeCondition 태그에서 자동 생성된 일반 문장입니다. 구체적 위치·,※ FIX78: P220 과 동일 장소(중복 노드). 좌표가 사실상 같고 이름 표기만 다름. 대표는 P220 이며 이 노드는 ,병합 이력
P104,FIX78,correctionHistory,FIX20: FULL 재점검 — 구간편차 기준 일괄 적용,FIX20: FULL 재점검 — 구간편차 기준 일괄 적용 | FIX78: P220 로 병합,이력
P220,FIX78,correctionHistory,(공백),FIX78: P104 병합 수신 (대표 노드),이력
P451,FIX78,mobilityAccess,FULL,PARTIAL,대표 P071 와 판정 일치 — 상태확인 시 모순 방지
P451,FIX78,wheelchairAccess,FULL,PARTIAL,대표 P071 와 판정 일치 — 상태확인 시 모순 방지
P451,FIX78,activityAccess,AVAILABLE,UNAVAILABLE,대표 P071 와 판정 일치 — 상태확인 시 모순 방지
P451,FIX78,recommendForMobility,Y,N,대표 P071 와 판정 일치 — 상태확인 시 모순 방지
