placeId,fix,field,before,after,reason
P795,FIX53,disabledToilet,UNKNOWN,PARTIAL,탐방안내소에는 장애인화장실 있음 / 탐방로 내부에는 없음 — FULL 은 전 구간으로 오독됨
P795,FIX53,slopeInfo,UNKNOWN,전시관 경사로/엘리베이터+탐방로 계단/경사 주의,P554 조사값 이관
P795,FIX53,mobilityCaveat,(공백),화장실은 탐방안내소에 있습니다. 탐방로 안에는 화장실이 없으니 출발 전에 이용해 주세요. 전시관은 경사로와 ,화장실 위치 구분 안내 — v3 에 RouteSegment 가 없어 텍스트로 전달
P795,FIX53,verifyNote,(공백),※ FIX53: P554 거문오름 중복 노드 병합 — 접근성 조사값(장애인화장실·경사)을 이관받음. 화장실은,병합 근거
P795,FIX53,correctionHistory,(공백),FIX53: P554 병합 수신 (대표 노드),이력
P554,FIX53,verifyNote,(공백),※ FIX53: P795 거문오름(UNESCO 세계자연유산)과 동일 장소. 좌표 430m 차이. 비짓제주 공,병합 이력
P554,FIX53,correctionHistory,(공백),FIX53: P795 로 병합 (중복 노드),이력
P554,FIX53,recommendable,Y,N,"중복 노드 — 대표 P795 로 병합, 추천 대상에서 제외"
P554,FIX53,note,소개: 거문오름(해발456m)은 숲이 우거져 검은 오름이라 한다. 지질학 가치가 높은 용암,소개: 거문오름(해발456m)은 숲이 우거져 검은 오름이라 한다. 지질학 가치가 높은 용암동굴계 모체로 유일,병합 이력
P795,FIX53,note,거문오름(UNESCO 세계자연유산): 검은오름 요청명 공식명 통일,거문오름(UNESCO 세계자연유산): 검은오름 요청명 공식명 통일 | 소개: 거문오름(해발456m)은 숲이 ,P554 소개문 이관
