placeId,fix,field,before,after,reason
P008,FIX77,routeCondition,계단 있음+단차/턱 있음+노면 불량+폭 좁음,포장 진입로+주차장~해변 단거리+야자매트/모래길+수상휠체어 대여(무장애 해수욕장 시범운영)+휠체어 접근 가능,2026 무장애 해수욕장 지정 반영 — 기존 태그는 지정 이전 값
P008,FIX77,mobilityCaveat,"계단, 단차, 좁은 통로, 고르지 않은 노면이 있습니다. 방문 전 이동 경로를 확인해 주세요.",제주시가 2026년 6월 24일부터 9월 6일까지 무장애 해수욕장으로 시범 운영하고 있습니다. 주차장에서 해변까지 거리가 짧고,2026 무장애 해수욕장 시범운영 정보 반영
P008,FIX77,accessVerdictReason,시설접근 기준 판정 — 활동참여 개별 근거 미확보,"시설접근 가능 / 활동참여 조건부 — 진입로 정비 양호, 모래 위 이동은 수상휠체어 대여 필요",판정 근거
P008,FIX77,waterEntryNote,발이 닿는 깊이까지만 들어가시고 먼 바다 쪽으로는 나가지 말아 주세요. 파고가 2m를 넘거나 풍랑특보가 발효되면 입수를 삼가 ,수상휠체어를 이용하시면 모래사장과 얕은 물가까지 이동하실 수 있습니다. 구명조끼를 함께 빌려 주세요. 발이 닿는 깊이까지만 들,수상휠체어 안내 추가
P008,FIX77,verifyStatus,SURVEYED,VERIFIED,제주시 공식 발표 및 다수 보도로 확인
P008,FIX77,verifyNote,※ FIX74: mobilityCaveat 은 routeCondition 태그에서 자동 생성된 일반 문장입니다. 구체적 위치·,※ FIX77: 2026-06~07 보도 확인 — 제주시 이호테우해수욕장 무장애 해수욕장 시범 운영. 수상휠체어 2대(최대 하,2026 최신 근거
P008,FIX77,correctionHistory,(공백), | FIX77: 2026 무장애 해수욕장 시범운영 반영,이력
P250,FIX77,routeCondition,포장도로+야자매트/모래길+단차 있음+동행보조 필요+휠체어 접근 부분가능,포장 진입로+주차장~해변 단거리+야자매트/모래길+수상휠체어 대여(무장애 해수욕장 시범운영)+휠체어 접근 가능,2026 무장애 해수욕장 지정 반영 — 기존 태그는 지정 이전 값
P250,FIX77,mobilityCaveat,"단차, 모래사장이 있습니다. 일부 구간은 접근 가능합니다. 이동에 도움이 필요할 수 있으니 동행자와 함께 오시길 권해 드립니다",제주시가 2026년 6월 24일부터 9월 6일까지 무장애 해수욕장으로 시범 운영하고 있습니다. 주차장에서 해변까지 거리가 짧고,2026 무장애 해수욕장 시범운영 정보 반영
P250,FIX77,accessVerdictReason,시설접근 기준 판정 — 활동참여 개별 근거 미확보,"시설접근 가능 / 활동참여 조건부 — 진입로 정비 양호, 모래 위 이동은 수상휠체어 대여 필요",판정 근거
