placeId,fix,field,before,after,reason
P004,FIX79,mobilityCaveat,해변과 주요 편의시설 접근로에는 완만한 경사로가 설치되어 있어 휠체어로 이동하기 비교적 수월합니다. 다만 모래사장 안쪽과 계단,해변을 따라 조성된 수변 산책로는 계단이나 높은 턱이 없어 휠체어로 이동하기 좋습니다. 중앙 공영주차장에서 출발해 종합상황실 ,휠내비길·이지제주 상세정보 반영
P004,FIX79,routeCondition,해변·편의시설 접근로 완만한 경사로+일부 구간 배수로·바닥 요철+모래사장 안쪽 진입 어려움+잔디광장 계단,수변 산책로 계단·턱 없음+데크길+모래 유입 방지 매트 주행 가능+장애인화장실 3개소+장애인 전용주차 8면+백사장 안쪽 진입 ,이동 가능 요소 중심으로 재작성
P004,FIX79,accessVerdictReason,시설접근 조건부 — 접근 가능 동선은 있으나 경사·배수로·요철 제약. 모래사장은 휠체어 이동 제약,"시설접근 가능 / 활동참여 조건부 — 수변 산책로 전 구간 휠체어 이동 가능, 백사장 안쪽과 서우봉 오름은 진입 불가",판정 근거 구체화
P004,FIX79,beachAccessRoute,있음,중앙 공영주차장 → 횡단보도 → 종합상황실 광장 → 잔디광장 수변 데크길 → 서우봉 입구 광장 (왕복 약 1.5km),무장애 산책로 코스 등재
P004,FIX79,beachEntryNote,백사장까지 이어지는 진입로가 있어 휠체어로 바다 가까이 접근할 수 있습니다,"백사장 안쪽 모래 구간은 일반 휠체어로 진입하기 어렵습니다. 함덕은 반려동물 동반 해변으로 운영되며, 해변용 수상휠체어는 이호",특화 구분 및 수상휠체어 소재 안내
P004,FIX79,toiletScope,IN_VENUE,3개소,종합상황실·잔디광장·서우봉 옆 주차장
P004,FIX79,toiletScopeDesc,관람 구간 내 이용 가능,"①종합상황실(중앙 도로변) 미닫이 유효폭 83cm, 진입로 약 7도 오르막, 내부 세면대 별도 없음 ②잔디광장 클린하우스 옆 ",화장실 위치·구조 상세 등재
P004,FIX79,disabledToiletOnRoute,(공백),Y,수변 산책로 동선상에 3개소 배치
P004,FIX79,verifyStatus,SURVEYED,VERIFIED,교통약자 전문 데이터로 동선·설비 확인
P004,FIX79,verifyNote,"제주관광약자접근성안내센터 — 2023-09-12 조사 정보이며 페이지에 ""이후 변동될 수 있음"" 명시. 당시 확인: 배수로 장",휠내비길(wheelnavi.kr) 제주 교통약자 전문 데이터 및 이지제주(easyjeju.net) 확인(2026-08). 장애,근거 및 자료 간 시점 차이 명시
P004,FIX79,correctionHistory," | FIX75: 현장조사 근거로 안내문구 확정 (자동 생성문 교체) | FIX76: 근거 연도 명시, 과잉 구체화 제거 | "," | FIX75: 현장조사 근거로 안내문구 확정 (자동 생성문 교체) | FIX76: 근거 연도 명시, 과잉 구체화 제거 | ",이력
P146,FIX79,mobilityCaveat,"일부 구간은 이동이 제한됩니다. 계단, 비포장 구간이 있습니다. 방문 전 이동 경로를 확인해 주세요.",오름 내부 산책로와 둘레길은 경사가 가파르고 흙길이 섞여 있어 휠체어로 진입하실 수 없습니다. 다만 함덕해수욕장 쪽 서우봉 입,진입 불가 사유와 대안 동선을 함께 안내
P146,FIX79,accessVerdictReason,시설접근 기준 판정 — 활동참여 개별 근거 미확보,활동참여 불가 — 오름 내부 산책로 급경사·흙길. 함덕해수욕장 쪽 입구 광장까지는 접근 가능,판정 근거
P146,FIX79,verifyNote,※ FIX74: mobilityCaveat 은 routeCondition 태그에서 자동 생성된 일반 문장입니다. 구체적 위치·,※ FIX79: 휠내비길 확인(2026-08) — 서우봉 입구 광장까지는 함덕 수변 산책로로 접근 가능하나 오름 내부 산책로·,근거 및 대안 동선
P146,FIX79,correctionHistory,(공백), | FIX79: 입구 광장 접근 가능 사실 반영,이력
