placeId,fix,field,before,after,reason
P002,FIX74,mobilityCaveat,(공백),"계단, 좁은 통로, 고르지 않은 노면, 판석 구간이 있습니다. 다만 그 외 구간은 휠체어로 이동하실 수 있습니다. 방문 전 이",routeCondition(계단 있음+노면 불량+판석+폭 좁음+휠체어 접근 가능) 에서 생성
P004,FIX74,mobilityCaveat,(공백),"고르지 않은 노면, 비포장 구간, 자갈길, 모래사장이 있습니다. 방문 전 이동 경로를 확인해 주세요.",routeCondition(노면 불량+자갈길+흙길+백사장/모래길) 에서 생성
P005,FIX74,mobilityCaveat,(공백),정상까지는 오르실 수 없습니다. 다만 그 외 구간은 휠체어로 이동하실 수 있습니다. 방문 전 이동 경로를 확인해 주세요.,routeCondition(정상 등반 불가+일부 구간 접근 제한+휠체어 접근 가능) 에서 생성
P008,FIX74,mobilityCaveat,(공백),"계단, 단차, 좁은 통로, 고르지 않은 노면이 있습니다. 방문 전 이동 경로를 확인해 주세요.",routeCondition(계단 있음+단차/턱 있음+노면 불량+폭 좁음) 에서 생성
P011,FIX74,mobilityCaveat,(공백),"비포장 구간, 모래사장이 있습니다. 다만 그 외 구간은 휠체어로 이동하실 수 있습니다. 방문 전 이동 경로를 확인해 주세요.",routeCondition(비포장+백사장/모래길+휠체어 접근 가능) 에서 생성
P012,FIX74,mobilityCaveat,(공백),"비포장 구간, 모래사장이 있습니다. 다만 그 외 구간은 휠체어로 이동하실 수 있습니다. 방문 전 이동 경로를 확인해 주세요.",routeCondition(비포장+백사장/모래길+휠체어 접근 가능) 에서 생성
P013,FIX74,mobilityCaveat,(공백),비포장 구간이 있습니다. 방문 전 이동 경로를 확인해 주세요.,routeCondition(포장도로+비포장) 에서 생성
P015,FIX74,mobilityCaveat,(공백),일부 구간은 이동이 제한됩니다. 계단이 있습니다. 방문 전 이동 경로를 확인해 주세요.,routeCondition(계단 있음+일부 구간 접근 제한) 에서 생성
P016,FIX74,mobilityCaveat,(공백),비포장 구간이 있습니다. 다만 그 외 구간은 휠체어로 이동하실 수 있습니다. 이동에 도움이 필요할 수 있으니 동행자와 함께 오,routeCondition(비포장+흙길+동행보조 필요+휠체어 접근 가능) 에서 생성
P017,FIX74,mobilityCaveat,(공백),비포장 구간이 있습니다. 다만 그 외 구간은 휠체어로 이동하실 수 있습니다. 이동에 도움이 필요할 수 있으니 동행자와 함께 오,routeCondition(포장도로+비포장+동행보조 필요+휠체어 접근 가능) 에서 생성
P022,FIX74,mobilityCaveat,(공백),"계단, 고르지 않은 노면이 있습니다. 방문 전 이동 경로를 확인해 주세요.",routeCondition(계단 있음+노면 불량) 에서 생성
P024,FIX74,mobilityCaveat,(공백),일부 구간은 이동이 제한됩니다. 계단이 있습니다. 다만 그 외 구간은 휠체어로 이동하실 수 있습니다. 방문 전 이동 경로를 확,routeCondition(계단 있음+일부 구간 접근 제한+휠체어 접근 가능) 에서 생성
P026,FIX74,mobilityCaveat,(공백),모래사장이 있습니다. 다만 그 외 구간은 휠체어로 이동하실 수 있습니다. 방문 전 이동 경로를 확인해 주세요.,routeCondition(백사장/모래길+휠체어 접근 가능) 에서 생성
P028,FIX74,mobilityCaveat,(공백),"계단, 단차, 고르지 않은 노면, 비포장 구간이 있습니다. 다만 그 외 구간은 휠체어로 이동하실 수 있습니다. 방문 전 이동 ",routeCondition(비포장+계단 있음+단차/턱 있음+노면 불량+자갈길+판석+백사장/모래길+휠) 에서 생성
P036,FIX74,mobilityCaveat,(공백),"단차, 모래사장이 있습니다. 다만 그 외 구간은 휠체어로 이동하실 수 있습니다. 방문 전 이동 경로를 확인해 주세요.",routeCondition(단차/턱 있음+백사장/모래길+휠체어 접근 가능) 에서 생성
P037,FIX74,mobilityCaveat,(공백),일부 구간은 이동이 제한됩니다. 계단이 있습니다. 방문 전 이동 경로를 확인해 주세요.,routeCondition(계단 있음+일부 구간 접근 제한) 에서 생성
P038,FIX74,mobilityCaveat,(공백),일부 구간은 이동이 제한됩니다. 계단이 있습니다. 방문 전 이동 경로를 확인해 주세요.,routeCondition(계단 있음+일부 구간 접근 제한) 에서 생성
P046,FIX74,mobilityCaveat,(공백),계단이 있습니다. 다만 그 외 구간은 휠체어로 이동하실 수 있습니다. 방문 전 이동 경로를 확인해 주세요.,routeCondition(포장도로+계단 있음+휠체어 접근 가능) 에서 생성
