placeId,fix,field,before,after,reason
P319,FIX50,mobilityCaveat,휠체어 이용 가능 구간은 '종달리 옛 소금밭~성산갑문 입구' 4.6km 구간에 한합니다(구간 난이도 중). 전구간 포장·평지.,휠체어 이용 가능 구간은 '종달리 옛 소금밭~성산갑문 입구' 4.6km 구간에 한합니다(공식 휠체어 난이도 중). 시작점은 제,공식 값으로 안내 문구 재합성 (구간명·거리·난이도·시작점)
P319,FIX50,verifyNote,검증완료(2026-07) — 이지제주올레 휠체어 구간 조사 대조 ※ FIX49: 제주올레 공식 「휠체어 가능여부」 박스와 일치,검증완료(2026-07) — 이지제주올레 휠체어 구간 조사 대조 ※ FIX49: 제주올레 공식 「휠체어 가능여부」 박스와 일치,공식 전수 대조
P319,FIX50,correctionHistory,nan | FIX24: 올레 휠체어 구간 실측 반영,nan | FIX24: 올레 휠체어 구간 실측 반영 | FIX50: 공식 휠체어 박스 전수 반영,이력
P624,FIX50,wheelchairSection,해비치호텔&리조트~가마리개 쉼터,당케포구~세화2리 해녀의집,공식 「휠체어 가능여부」 구간명
P624,FIX50,wheelchairSectionDist,4.8km,5.5km,공식 「휠체어 가능여부」 구간거리
P624,FIX50,mobilityCaveat,휠체어 이용 가능 구간은 '해비치호텔&리조트~가마리개 쉼터' 4.8km 구간에 한합니다(구간 난이도 중). 경사구간 없는 평지,휠체어 이용 가능 구간은 '당케포구~세화2리 해녀의집' 5.5km 구간에 한합니다(공식 휠체어 난이도 중). 시작점은 서귀포시,공식 값으로 안내 문구 재합성 (구간명·거리·난이도·시작점)
P624,FIX50,verifyNote,검증완료(2026-07) — 이지제주올레 휠체어 구간 조사 대조,검증완료(2026-07) — 이지제주올레 휠체어 구간 조사 대조 ※ FIX50: 제주올레 공식 코스페이지 「휠체어 가능여부」 ,공식 전수 대조
P624,FIX50,correctionHistory,nan | FIX24: 올레 휠체어 구간 실측 반영,nan | FIX24: 올레 휠체어 구간 실측 반영 | FIX50: 공식 휠체어 박스 전수 반영,이력
P329,FIX50,wheelchairSectionDist,2.7km,2.4km,공식 「휠체어 가능여부」 구간거리
P329,FIX50,mobilityCaveat,휠체어 이용 가능 구간은 '국립수산과학원~위미항' 2.7km 구간에 한합니다(구간 난이도 상). 4-10도 오르막/내리막 경사,휠체어 이용 가능 구간은 '국립수산과학원~위미항' 2.4km 구간에 한합니다(공식 휠체어 난이도 상). 시작점은 서귀포시 남원,공식 값으로 안내 문구 재합성 (구간명·거리·난이도·시작점)
P329,FIX50,verifyNote,검증완료(2026-07) — 이지제주올레 휠체어 구간 조사 대조,검증완료(2026-07) — 이지제주올레 휠체어 구간 조사 대조 ※ FIX50: 제주올레 공식 코스페이지 「휠체어 가능여부」 ,공식 전수 대조
P329,FIX50,correctionHistory,nan | FIX24: 올레 휠체어 구간 실측 반영,nan | FIX24: 올레 휠체어 구간 실측 반영 | FIX50: 공식 휠체어 박스 전수 반영,이력
P488,FIX50,mobilityCaveat,휠체어 이용 가능 구간은 '쇠소깍~보목포구' 2.3km 구간에 한합니다(구간 난이도 중). 경사 4-8도 오르막 다수. 430,휠체어 이용 가능 구간은 '쇠소깍~보목포구' 2.3km 구간에 한합니다(공식 휠체어 난이도 중). 시작점은 서귀포시 하효동 9,공식 값으로 안내 문구 재합성 (구간명·거리·난이도·시작점)
P488,FIX50,verifyNote,검증완료(2026-07) — 이지제주올레 휠체어 구간 조사 대조 ※ FIX49: 제주올레 공식 「휠체어 가능여부」 박스 — 난,검증완료(2026-07) — 이지제주올레 휠체어 구간 조사 대조 ※ FIX49: 제주올레 공식 「휠체어 가능여부」 박스 — 난,공식 전수 대조
P488,FIX50,correctionHistory,nan | FIX24: 올레 휠체어 구간 실측 반영 | FIX41: 구간거리 2.6km→3.3km (원본 대조) | FIX49,nan | FIX24: 올레 휠체어 구간 실측 반영 | FIX41: 구간거리 2.6km→3.3km (원본 대조) | FIX49,이력
P879,FIX50,wheelchairSectionDist,3.6km,3.4km,공식 「휠체어 가능여부」 구간거리
P879,FIX50,mobilityCaveat,휠체어 이용 가능 구간은 '논짓물~대평포구' 3.6km 구간에 한합니다(구간 난이도 상). 자연지형 7-10도 이상 경사 6개,휠체어 이용 가능 구간은 '논짓물~대평포구' 3.4km 구간에 한합니다(공식 휠체어 난이도 상). 시작점은 서귀포시 하예동 5,공식 값으로 안내 문구 재합성 (구간명·거리·난이도·시작점)
P879,FIX50,verifyNote,이지제주올레(2022.07 개정판) 원본 대조 완료 — 목차 및 본문에 '08코스 휠체어구간 : 논짓물 - 대평포구' 명시. ,이지제주올레(2022.07 개정판) 원본 대조 완료 — 목차 및 본문에 '08코스 휠체어구간 : 논짓물 - 대평포구' 명시. ,공식 전수 대조
P879,FIX50,correctionHistory,"FIX40: 휠체어 구간 이관 수신 (P503 → P879) | FIX41: 원본 대조 완료, 서술 근거 이관 및 판정 확정","FIX40: 휠체어 구간 이관 수신 (P503 → P879) | FIX41: 원본 대조 완료, 서술 근거 이관 및 판정 확정 ",이력
P878,FIX50,wheelchairSection,사계포구~송악산 주차장,사계어촌체험마을~송악산 주차장,공식 「휠체어 가능여부」 구간명
P878,FIX50,wheelchairSectionDist,2.9km,2.7km,공식 「휠체어 가능여부」 구간거리
P878,FIX50,mobilityCaveat,휠체어 이용 가능 구간은 '사계포구~송악산 주차장' 2.9km 구간에 한합니다(구간 난이도 중). 평지·연석 보차구분으로 안전,휠체어 이용 가능 구간은 '사계어촌체험마을~송악산 주차장' 2.7km 구간에 한합니다(공식 휠체어 난이도 중). 시작점은 서귀,공식 값으로 안내 문구 재합성 (구간명·거리·난이도·시작점)
