placeId,fix,field,before,after,reason
P052,FIX84,mobilityCaveat,(공백),주차장과 관람 구간은 휠체어로 이동하실 수 있으나 차량이 함께 다니는 구간이 있어 주의가 필요합니다. 이동에,routeCondition 기반 안내 생성 — 동행 필요 반영
P052,FIX84,companionRequired,UNKNOWN,Y,routeCondition 에 보조 필요 명시
P052,FIX84,verifyNote,※ FIX68: P853 과 동일 장소(중복 노드). 대표는 P853 이며 이 노드는 추천 대상에서 제외함.,※ FIX68: P853 과 동일 장소(중복 노드). 대표는 P853 이며 이 노드는 추천 대상에서 제외함.,생성문 표시
P117,FIX84,mobilityCaveat,(공백),포장도로로 이동하실 수 있습니다. 다만 전기차 탑승과 운전에 제한이 있으니 예약 전 시설에 문의해 주세요. ,routeCondition 기반 안내 생성 — 동행 필요 반영
P117,FIX84,companionRequired,UNKNOWN,Y,routeCondition 에 보조 필요 명시
P117,FIX84,verifyNote,(공백),※ FIX84: mobilityCaveat 은 routeCondition 태그에서 생성한 일반 문장입니다. ,생성문 표시
P142,FIX84,mobilityCaveat,(공백),"해변 행사장은 모래길이고 낮은 턱이 있어 휠체어 이동이 쉽지 않습니다. 동행자와 함께 오시길 권해 드리며, ",routeCondition 기반 안내 생성 — 동행 필요 반영
P142,FIX84,companionRequired,UNKNOWN,Y,routeCondition 에 보조 필요 명시
P142,FIX84,verifyNote,(공백),※ FIX84: mobilityCaveat 은 routeCondition 태그에서 생성한 일반 문장입니다. ,생성문 표시
P275,FIX84,mobilityCaveat,(공백),포장된 골목길이라 일부 구간은 휠체어로 다니실 수 있으나 좁은 구간이 있습니다. 벽화를 따라 이동하실 때 동,routeCondition 기반 안내 생성 — 동행 필요 반영
P275,FIX84,companionRequired,UNKNOWN,Y,routeCondition 에 보조 필요 명시
P275,FIX84,verifyNote,(공백),※ FIX84: mobilityCaveat 은 routeCondition 태그에서 생성한 일반 문장입니다. ,생성문 표시
P363,FIX84,mobilityCaveat,(공백),유람선 승하선에 보조가 필요하고 휠체어로는 탑승하기 어렵습니다. 탑승 가능 여부를 예약 전 운영사에 직접 문,routeCondition 기반 안내 생성 — 동행 필요 반영
P363,FIX84,companionRequired,UNKNOWN,Y,routeCondition 에 보조 필요 명시
P363,FIX84,verifyNote,(공백),※ FIX84: mobilityCaveat 은 routeCondition 태그에서 생성한 일반 문장입니다. ,생성문 표시
P970,FIX84,mobilityCaveat,(공백),접근성 정보가 확인되지 않았습니다. 이동에 도움이 필요할 수 있으니 방문 전 시설에 문의해 주세요,routeCondition 기반 안내 생성 — 동행 필요 반영
P970,FIX84,companionRequired,UNKNOWN,Y,routeCondition 에 보조 필요 명시
P970,FIX84,verifyNote,(공백),※ FIX84: mobilityCaveat 은 routeCondition 태그에서 생성한 일반 문장입니다. ,생성문 표시
P1005,FIX84,mobilityCaveat,(공백),이동에 도움이 필요할 수 있으니 동행자와 함께 오시길 권해 드립니다. 자세한 접근 조건은 방문 전 시설에 문,routeCondition 기반 안내 생성 — 동행 필요 반영
P1005,FIX84,companionRequired,UNKNOWN,Y,routeCondition 에 보조 필요 명시
P1005,FIX84,verifyNote,(공백),※ FIX84: mobilityCaveat 은 routeCondition 태그에서 생성한 일반 문장입니다. ,생성문 표시
P070,FIX84,mobilityCaveat,선착장 육상부(주차장·대합실·매표소)와 선박 승하선은 별도로 판단해야 합니다. 우도까지 여객선 이용이 필수입,선착장 육상부(주차장·대합실·매표소)와 선박 승하선은 별도로 판단해야 합니다. 우도까지 여객선 이용이 필수입,동행 필요 안내 보강
P070,FIX84,companionRequired,UNKNOWN,Y,승하선 보조 필요
P114,FIX84,mobilityCaveat,우도에 들어가는 관광지가 아닙니다. 성산포항에서 유람선으로 해상 잠수함 선착장까지 이동한 뒤 사다리를 이용해,우도에 들어가는 관광지가 아닙니다. 성산포항에서 유람선으로 해상 잠수함 선착장까지 이동한 뒤 사다리를 이용해,동행 필요 안내 보강
P114,FIX84,companionRequired,UNKNOWN,Y,승하선 보조 필요
P280,FIX84,mobilityCaveat,정상부는 현무암 계단으로 오르는 구조입니다. 도로변이나 하부에서의 조망은 가능하나 정상 등반은 어렵습니다. ,정상부는 현무암 계단으로 오르는 구조입니다. 도로변이나 하부에서의 조망은 가능하나 정상 등반은 어렵습니다. ,동행 필요 안내 보강
P280,FIX84,companionRequired,UNKNOWN,Y,승하선 보조 필요
