placeId,fix,field,before,after,reason
P004,FIX57,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음)
P006,FIX57,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음)
P008,FIX57,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음)
P011,FIX57,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음)
P012,FIX57,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음)
P026,FIX57,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음)
P028,FIX57,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음)
P036,FIX57,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음)
P051,FIX57,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음)
P053,FIX57,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음)
