placeId,fix,field,before,after,reason
P004,FIX80,mobilityCaveat,해변을 따라 조성된 수변 산책로는 계단이나 높은 턱이 없어 휠체어로 이동하기 좋습니다. 중앙 공영주차장에서 출발해 종합상황실 ,장애인 전용 주차구역은 해변종합상황실 부근과 재활용도움센터 부근에 있습니다. 서우봉 방향 산책로는 종합관리센터에서 동쪽으로 7,FIX79 의 낙관적 서술 정정 — 이지제주·휠내비길 원본 조사자료 기준
P004,FIX80,routeCondition,수변 산책로 계단·턱 없음+데크길+모래 유입 방지 매트 주행 가능+장애인화장실 3개소+장애인 전용주차 8면+백사장 안쪽 진입 ,주차구역~산책로 700m 차량도로 통행+서우봉 주차장 부근 내리막+산책로 시작 흙·자갈길(동행 필요)+데크길 구간 단독 이동 ,원본 조사자료 기준으로 재작성
P004,FIX80,beachAccessRoute,중앙 공영주차장 → 횡단보도 → 종합상황실 광장 → 잔디광장 수변 데크길 → 서우봉 입구 광장 (왕복 약 1.5km),"해변종합상황실 장애인 주차구역 → (차량도로 700m, 서우봉 주차장 부근 내리막) → 산책로 시작(흙·자갈길 100m, 동행",휠내비길 코스 기준으로 정정 — 구간별 난이도 명시
P004,FIX80,toiletScope,3개소,2개소,"이지제주 조사 기재 — 해변종합상황실, 모래사장 부근"
P004,FIX80,toiletScopeDesc,"①종합상황실(중앙 도로변) 미닫이 유효폭 83cm, 진입로 약 7도 오르막, 내부 세면대 별도 없음 ②잔디광장 클린하우스 옆 ","①해변종합상황실 — 남녀공용, 미닫이 유효폭 83cm, 바닥 123×169cm, 측면공간 89cm, 대변기 손잡이 있음, 점자",이지제주 실측값으로 교체 — 3개소 기재는 개인 블로그 출처였음
P004,FIX80,accessVerdictReason,"시설접근 가능 / 활동참여 조건부 — 수변 산책로 전 구간 휠체어 이동 가능, 백사장 안쪽과 서우봉 오름은 진입 불가",시설접근 조건부 / 활동참여 조건부 — 데크길 구간은 단독 이동 가능하나 접근 동선에 차량도로·흙자갈길·내리막이 있어 동행 필,판정 근거 정정
P004,FIX80,companionRequired,UNKNOWN,Y,"산책로 시작 구간 흙·자갈길, 차량도로 통행 구간 존재"
P004,FIX80,verifyNote,휠내비길(wheelnavi.kr) 제주 교통약자 전문 데이터 및 이지제주(easyjeju.net) 확인(2026-08). 장애,"이지제주(easyjeju.net) 2023-09-12 조사 — 장애인 화장실 2개소 실측값, 장애인 전용주차 해변종합상황실 부",원본 출처 및 정정 사유 기록
P004,FIX80,verifyStatus,VERIFIED,SURVEYED,2023-09 조사 기준 — 이후 변동 가능성 명시됨
P004,FIX80,correctionHistory," | FIX75: 현장조사 근거로 안내문구 확정 (자동 생성문 교체) | FIX76: 근거 연도 명시, 과잉 구체화 제거 | "," | FIX75: 현장조사 근거로 안내문구 확정 (자동 생성문 교체) | FIX76: 근거 연도 명시, 과잉 구체화 제거 | ",이력
