placeId,fix,field,before,after,reason
P488,FIX41,wheelchairSectionDist,2.6km,3.3km,원본 대조 — 이지제주올레 개정판 '구간거리 : 3.3km / 쇠소깍 ~ 보목포구'
P488,FIX41,mobilityCaveat,휠체어 이용 가능 구간은 '쇠소깍~보목포구' 2.6km 구간에 한합니다(구간 난이도 중). 경사 4-8도 오르막 다수. 430m 지점부터 보차구분 없음. 보목어촌 화장실 잠금장치 고장,휠체어 이용 가능 구간은 '쇠소깍~보목포구' 3.3km 구간에 한합니다(구간 난이도 중). 경사 4-8도 오르막 다수. 430m 지점부터 보차구분 없음. 보목어촌 화장실 잠금장치 고장,구간거리 정정에 따른 안내 문구 재합성
P488,FIX41,correctionHistory,nan | FIX24: 올레 휠체어 구간 실측 반영,nan | FIX24: 올레 휠체어 구간 실측 반영 | FIX41: 구간거리 2.6km→3.3km (원본 대조),이력 기록
P879,FIX41,wheelchairCaveat,(공백),자연지형 7-10도 이상 경사 6개 구간. 카페8길 유효폭 73cm. 동행자 도움 필수,FIX40 이관 누락분 — P503 에 남아 있던 08코스 주의사항
P879,FIX41,slopeInfo,UNKNOWN,7~10도 이상 경사 6개 구간,원본 주의사항 — 자연지형 오르막·내리막 6개 구간
P879,FIX41,evidenceType,ROUTE_SURVEY,PUBLICATION,근거 유형 — 이지제주올레 발간물
P879,FIX41,source,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",원본 출처 이관
P879,FIX41,sourceDate,2024~2026 (주 조사 2026-06),2022-07,원본 발행 시점
P879,FIX41,mobilityAccess,UNKNOWN,NONE,코스 전체는 휠체어 통행 불가 — P329(05코스)와 동일 패턴
P879,FIX41,wheelchairAccess,UNKNOWN,NONE,동일
P879,FIX41,activityAccess,UNKNOWN,CONDITIONAL,실측 구간 한정 통행 가능 — 전면 불가 아님
P879,FIX41,companionRequired,UNKNOWN,Y,원본 명시 — 동행자 도움 필요
P879,FIX41,mobilityCaveat,"조사자료에 '논짓물~대평포구' 3.6km가 휠체어 통행 가능 구간으로 기록되어 있으나, 해당 구간이 어느 코스에 속하는지 확인이 필요한 상태입니다. 코스 전체의 접근성은 아직 조사되지 않았으니 방문 전 제주올레(064-762-2190)에 문의해 주시기 바랍니다",휠체어 이용 가능 구간은 '논짓물~대평포구' 3.6km 구간에 한합니다(구간 난이도 상). 자연지형 7-10도 이상 경사 6개 구간. 카페8길 유효폭 73cm. 동행자 도움 필수,구간명·거리 필수 안내 — 서비스 RETURN 대상 필드
P879,FIX41,accessVerdictReason,(공백),"시설접근 조건부 / 활동참여 조건부 — 08코스 전체(19.6km)는 휠체어 통행 불가하나 논짓물~대평포구 3.6km 구간은 통행 가능(난이도 상, 동행자 도움 필요)",판정 근거 명문화
P879,FIX41,partialReason,경사로·접근 정보 미조사 — 확인 필요,[FIX41] 이지제주올레 원본 대조 완료 — 08코스 휠체어 구간 확정. 구간 한정 접근,판정 근거
P879,FIX41,verifyStatus,PENDING,VERIFIED,원본 대조 완료 — PENDING 해제
P879,FIX41,verifyNote,"※ 미검증: 휠체어 구간 '논짓물~대평포구'를 P503(9코스)에서 이관. 9코스는 대평포구에서 시작하므로 8코스 종점 구간으로 판단했으나 이지제주올레(2022.07) 원본은 대조하지 않음. 판정값(wheelchairAccess·activityAccess)은 UNKNOWN 유지 — 구간 보유가 코스 활동 가능을 뜻하지 않음(FIX39 원칙). 대조 기준: 제주올레 공식 휠체어 구간은 10개, KG 는 9개","이지제주올레(2022.07 개정판) 원본 대조 완료 — 목차 및 본문에 '08코스 휠체어구간 : 논짓물 - 대평포구' 명시. 원본 휠체어 구간은 총 9개(01·04·05·06·08·10·12·14·17)이며 09코스에는 구간이 없음. ※ 제주올레 인터뷰(2026)에는 휠체어 구간이 10개로 언급됨 — 2022.07 이후 1개 추가 추정, 미확인",검증 완료 기록
P879,FIX41,sourceCheckUrl,https://easyjeju.net,https://easyjeju.net · 이지제주올레 개정판(2022.07),출처 갱신
P879,FIX41,correctionHistory,"FIX40: 휠체어 구간 이관 수신 (P503 → P879), 귀속 미검증","FIX40: 휠체어 구간 이관 수신 (P503 → P879) | FIX41: 원본 대조 완료, 서술 근거 이관 및 판정 확정",이력 기록
P503,FIX41,wheelchairCaveat,자연지형 7-10도 이상 경사 6개 구간. 카페8길 유효폭 73cm. 동행자 도움 필수,,08코스 주의사항이었음 — P879 로 이관 완료
P503,FIX41,verifyNote,코스 난이도 '상'은 제주올레 공식 분류로 확인. FIX40 에서 휠체어 구간을 8코스로 이관 — 이지제주올레(2022.07) 원본 대조 미완료,이지제주올레(2022.07 개정판) 원본 대조 완료 — 09코스에는 휠체어 구간이 존재하지 않음. 기존에 적재돼 있던 '논짓물~대평포구'는 08코스 구간이며 P879 로 이관함. 코스 난이도 '상'은 제주올레 공식 분류,검증 완료 — 가설이 원본으로 확정됨
P503,FIX41,correctionHistory,FIX24: 휠체어 구간 실측 적재 | FIX35: 구간 보유 근거로 게이트 Y | FIX39: 게이트 N 원복 | FIX40: 구간 '논짓물~대평포구' 를 8코스(P879)로 이관,"FIX24: 휠체어 구간 실측 적재(오귀속) | FIX35: 구간 보유 근거로 게이트 Y | FIX39: 게이트 N 원복 | FIX40: 구간을 P879 로 이관 | FIX41: 원본 대조로 오귀속 확정, 잔여 근거 제거",이력 기록
